student_id,date,name,country,sql,excel,maths,python,poo,tableau,data_exploration,data_manipulation,data_viz,data_transformation,data_modelisation,data_deployement,pack_office,result_presentation,moyenne,admis,mention
GMC0000927,2022-06-20,Kiki Têko,Bénin,75.04,27,75,100,1,61,75.04,3.66,75,4,100,100,47,27,61.34540000000001,Oui,assez bien
GMC0000928,2022-06-20,Diakité Adama,Côte d'ivoire,47.56,72,48,100,100,36,47.56,32.45,48,32,100,100,12,72,65.0864,Oui,assez bien
GMC0000929,2022-06-24,Chaabane Néjib,Tunisie,1.0,50,1,100,42,11,1.0,56.56,1,57,100,100,97,50,51.6348,Oui,passable
GMC0000930,2022-06-21,Fofana Adama,Côte d'ivoire,1.0,95,1,100,81,33,1.0,6.89,1,7,100,100,72,95,49.1462,Non,refusée
GMC0000931,2022-06-23,Kouassi Konan,Côte d'ivoire,78.06,99,78,100,36,18,78.06,56.91,78,57,100,100,26,99,78.3402,Oui,bien
GMC0000932,2022-06-23,Agbandji Foli,Bénin,100.0,93,100,100,64,48,100.0,76.83,100,77,100,100,26,93,90.2394,Oui,excellente
GMC0000933,2022-06-24,Chahed Youssef,Tunisie,57.55,78,58,100,40,17,57.55,65.88,58,66,100,100,63,78,72.6254,Oui,bien
GMC0000934,2022-06-23,Dambé Moukandjo,Cameroun,37.76,77,38,100,69,31,37.76,1.0,38,1,100,100,45,77,56.2234,Oui,passable
GMC0000935,2022-06-20,Kafando Kossi,Bénin,37.16,83,37,100,49,80,37.16,57.8,37,58,100,100,54,83,68.16940000000001,Oui,assez bien
GMC0000936,2022-06-22,Ben Ammar Slimane,Tunisie,23.15,51,23,100,60,46,23.15,89.31,23,89,100,100,72,51,65.7968,Oui,assez bien
GMC0000937,2022-06-24,Ben Chérif Hedi,Tunisie,100.0,44,100,100,76,61,100.0,100.0,100,100,76,44,28,44,82.00399999999999,Oui,très bien
GMC0000938,2022-06-22,Marzouki Moncef,Tunisie,42.53,98,43,50,61,65,42.53,50.23,43,50,61,98,87,98,60.6506,Oui,assez bien
GMC0000939,2022-06-21,Sane Aminata,Sénégal,83.65,70,84,22,75,100,83.65,21.79,84,22,75,70,1,70,61.3842,Oui,assez bien
GMC0000940,2022-06-23,Diagne Aissatou,Sénégal,65.67,96,66,19,50,44,65.67,18.52,66,19,50,96,39,96,54.871399999999994,Oui,passable
GMC0000941,2022-06-23,Toukam Emana,Cameroun,48.35,94,48,43,74,70,48.35,43.32,48,43,74,94,72,94,61.488600000000005,Oui,assez bien
GMC0000942,2022-06-20,Cisse Mamadou,Côte d'ivoire,3.9,14,4,94,64,68,3.9,93.87,4,94,64,14,94,14,45.1496,Non,refusée
GMC0000943,2022-06-24,Natta Têko,Bénin,52.75,58,53,51,100,37,52.75,51.48,53,51,100,58,31,58,59.9414,Oui,passable
GMC0000944,2022-06-20,Sanogo Moussa,Côte d'ivoire,100.0,80,100,74,59,75,100.0,73.66,100,74,59,80,96,80,81.1328,Oui,très bien
GMC0000945,2022-06-20,Thiam Mamadou,Sénégal,31.05,46,31,55,36,69,31.05,55.32,31,55,36,46,95,46,44.39860000000001,Non,refusée
GMC0000946,2022-06-20,Trabelsi Mohamed,Tunisie,75.4,68,75,37,80,100,75.4,36.81,75,37,80,68,51,68,64.3888,Oui,assez bien
GMC0000947,2022-06-22,Biyick Ngog,Cameroun,10.19,16,10,23,99,60,10.19,22.61,10,23,99,16,78,16,32.4514,Non,refusée
GMC0000948,2022-06-23,Keita Adama,Côte d'ivoire,57.31,8,57,60,54,71,57.31,59.76,57,60,54,8,74,8,48.4922,Non,refusée
GMC0000949,2022-06-23,Ouertani Mohamed,Tunisie,83.43,18,83,46,78,43,83.43,46.32,83,46,78,18,68,18,57.043800000000005,Oui,passable
GMC0000950,2022-06-22,Khedher Houcine,Tunisie,43.92,49,44,37,79,18,43.92,36.94,44,37,79,49,17,49,47.093,Non,refusée
GMC0000951,2022-06-22,Mbarga Ntep,Cameroun,44.22,78,44,66,46,1,44.22,65.76,44,66,46,78,57,78,55.9096,Oui,passable
GMC0000952,2022-06-24,Badiane Pape,Sénégal,41.53,66,42,100,47,40,41.53,100.0,42,100,47,66,83,66,64.5802,Oui,assez bien
GMC0000953,2022-06-21,Traoré Souleymane,Côte d'ivoire,57.97,34,58,89,45,82,57.97,89.33,58,89,45,34,72,34,61.09619999999999,Oui,assez bien
GMC0000954,2022-06-20,Jouini Mohamed,Tunisie,84.93,25,85,100,39,53,84.93,100.0,85,100,39,25,30,25,67.4752,Oui,assez bien
GMC0000955,2022-06-23,Fofana Ibrahima,Côte d'ivoire,28.0,31,28,66,18,97,28.0,65.5,28,66,18,31,93,31,41.691,Non,refusée
GMC0000956,2022-06-20,Balo Kossi,Bénin,52.8,20,53,63,34,86,52.8,63.34,53,63,34,20,73,20,47.8992,Non,refusée
GMC0000957,2022-06-23,Aka Kouamé,Côte d'ivoire,60.79,22,61,93,57,65,60.79,93.08,61,93,57,22,83,22,62.119,Oui,assez bien
GMC0000958,2022-06-20,Agbémé Foli,Bénin,90.34,37,90,15,83,64,90.34,15.24,90,15,83,37,64,37,55.8238,Oui,passable
GMC0000959,2022-06-24,Batcho Koffi,Bénin,42.57,28,43,65,82,63,42.57,65.34,43,65,82,28,6,28,52.455,Oui,passable
GMC0000960,2022-06-20,Tchuente Tchakounté,Cameroun,90.97,53,91,69,29,78,90.97,68.67,91,69,29,53,100,53,67.0024,Oui,assez bien
GMC0000961,2022-06-22,Kpadonou Yayra,Bénin,53.35,32,53,12,88,62,53.35,12.4,53,12,88,32,8,32,42.493,Non,refusée
GMC0000962,2022-06-21,Dje Biya,Cameroun,54.3,45,54,8,1,58,54.3,7.81,54,8,1,45,19,45,30.371800000000004,Non,refusée
GMC0000963,2022-06-21,Sarr Ibrahima,Sénégal,15.87,3,16,80,29,6,15.87,80.17,16,80,29,3,94,3,34.5584,Non,refusée
GMC0000964,2022-06-22,Traoré Amadou,Côte d'ivoire,39.47,85,39,29,57,61,39.47,29.0,39,29,57,85,82,85,50.1708,Oui,passable
GMC0000965,2022-06-24,Ondoa Chedjou,Cameroun,72.02,43,72,100,64,55,72.02,100.0,72,100,64,43,46,43,71.6058,Oui,bien
GMC0000966,2022-06-20,Khedher Houcine,Tunisie,13.19,22,13,6,22,25,13.19,6.03,13,6,22,22,47,22,15.491,Non,refusée
GMC0000967,2022-06-22,Keita Modibo,Côte d'ivoire,68.94,23,69,79,24,62,68.94,79.22,69,79,24,23,42,23,54.6122,Oui,passable
GMC0000968,2022-06-22,Dabo Awa,Sénégal,34.08,2,34,23,29,38,34.08,22.76,34,23,29,2,42,2,24.033999999999995,Non,refusée
GMC0000969,2022-06-23,Kpalla Têko,Bénin,49.6,8,50,99,5,35,49.6,99.45,50,99,5,8,93,8,48.367999999999995,Non,refusée
GMC0000970,2022-06-22,Songo Tchuisseu,Cameroun,40.3,23,40,58,93,82,40.3,58.25,40,58,93,23,28,23,51.645,Oui,passable
GMC0000971,2022-06-21,El Hani Mohamed,Tunisie,72.24,59,72,87,53,63,72.24,87.04,72,87,53,59,99,59,70.8358,Oui,bien
GMC0000972,2022-06-20,Diatta Oumar,Sénégal,78.35,67,78,40,1,64,78.35,39.96,78,40,1,67,6,67,50.952799999999996,Oui,passable
GMC0000973,2022-06-22,Niang Ibrahima,Sénégal,93.29,4,93,91,41,6,93.29,90.85,93,91,41,4,14,4,61.2926,Oui,assez bien
GMC0000974,2022-06-23,Toukam Mabouka,Cameroun,32.36,28,32,6,55,25,32.36,5.89,32,6,55,28,15,28,27.0496,Non,refusée
GMC0000975,2022-06-22,Tchatchoua Mandjeck,Cameroun,17.85,26,18,100,53,52,17.85,100.0,18,100,53,26,66,26,50.485,Oui,passable
GMC0000976,2022-06-21,Diatta Fatou,Sénégal,34.04,18,34,37,68,75,34.04,36.96,34,37,68,18,53,18,39.1204,Non,refusée
GMC0000977,2022-06-24,Sraieb Anis,Tunisie,67.52,33,68,31,79,40,67.52,31.29,68,31,79,33,39,33,50.68899999999999,Oui,passable
GMC0000978,2022-06-22,Tiehi Tchakounté,Cameroun,72.03,56,72,53,68,36,72.03,52.64,72,53,68,56,83,56,61.651399999999995,Oui,assez bien
GMC0000979,2022-06-24,Cissé Ndèye,Sénégal,33.67,84,34,32,44,71,33.67,32.46,34,32,44,84,19,84,46.2946,Non,refusée
GMC0000980,2022-06-24,Cisse Adama,Côte d'ivoire,17.0,86,17,65,63,86,17.0,65.2,17,65,63,86,51,86,55.141999999999996,Oui,passable
GMC0000981,2022-06-24,Saied Kais,Tunisie,29.53,29,30,38,22,57,29.53,37.83,30,38,22,29,97,29,33.1296,Non,refusée
GMC0000982,2022-06-21,Natta Têko,Bénin,54.07,17,54,58,32,37,54.07,58.44,54,58,32,17,96,17,44.422,Non,refusée
GMC0000983,2022-06-21,Cissé Ndèye,Sénégal,66.74,73,67,74,72,46,66.74,73.73,67,74,72,73,6,73,68.915,Oui,assez bien
GMC0000984,2022-06-20,Bouhlel Mohamed,Tunisie,35.65,67,36,38,32,41,35.65,37.71,36,38,32,67,58,67,42.754799999999996,Non,refusée
GMC0000985,2022-06-23,Koffi Anoh,Côte d'ivoire,68.59,51,69,36,9,64,68.59,36.21,69,36,9,51,97,51,46.9304,Non,refusée
GMC0000986,2022-06-21,Moudachirou Kossi,Bénin,65.42,95,65,51,57,26,65.42,51.16,65,51,57,95,75,95,64.6066,Oui,assez bien
GMC0000987,2022-06-24,Gbèdji Akouvi,Bénin,74.3,38,74,50,52,81,74.3,50.1,74,50,52,38,99,38,57.428000000000004,Oui,passable
GMC0000988,2022-06-23,Cissé Ndèye,Sénégal,32.2,53,32,29,84,67,32.2,28.53,32,29,84,53,24,53,44.9634,Non,refusée
GMC0000989,2022-06-23,Diarra Mamadou,Côte d'ivoire,31.61,27,32,69,23,4,31.61,68.62,32,69,23,27,78,27,39.662,Non,refusée
GMC0000990,2022-06-21,Cisse Souleymane,Côte d'ivoire,25.91,10,26,40,22,33,25.91,40.19,26,40,22,10,14,10,26.132600000000004,Non,refusée
GMC0000991,2022-06-22,Koulibaly Souleymane,Côte d'ivoire,61.48,31,61,32,39,34,61.48,31.71,61,32,39,31,87,31,42.875,Non,refusée
GMC0000992,2022-06-23,Coulibaly Mamadou,Côte d'ivoire,66.41,77,66,49,16,9,66.41,48.86,66,49,16,77,97,77,53.9032,Oui,passable
GMC0000993,2022-06-24,Sow Cheikh,Sénégal,68.79,6,69,23,55,100,68.79,23.07,69,23,55,6,29,6,41.70219999999999,Non,refusée
GMC0000994,2022-06-20,Ba Ibrahima,Sénégal,3.2,52,3,28,71,44,3.2,27.93,3,28,71,52,10,52,32.5344,Non,refusée
GMC0000995,2022-06-20,Soglo Foli,Bénin,36.09,52,36,66,25,52,36.09,65.82,36,66,25,52,45,52,46.71020000000001,Non,refusée
GMC0000996,2022-06-23,Gaye Cheikh,Sénégal,56.8,27,57,68,35,54,56.8,67.58,57,68,35,27,6,27,49.3854,Non,refusée
GMC0000997,2022-06-20,Fodha Mohamed,Tunisie,73.29,37,73,23,68,10,73.29,22.67,73,23,68,37,12,37,47.31120000000001,Non,refusée
GMC0000998,2022-06-24,Tchabi Kossi,Bénin,58.19,7,58,55,90,49,58.19,54.66,58,55,90,7,90,7,52.366400000000006,Oui,passable
GMC0000999,2022-06-22,El Mahjoub Mohamed,Tunisie,68.52,89,69,100,100,20,68.52,100.0,69,100,100,89,73,89,84.7818,Oui,très bien
GMC0001000,2022-06-24,Kante Mohamed,Côte d'ivoire,29.95,31,30,77,51,68,29.95,76.89,30,77,51,31,79,31,49.235200000000006,Non,refusée
GMC0001001,2022-06-20,Fofana Adama,Côte d'ivoire,10.44,83,10,46,84,21,10.44,46.03,10,46,84,83,3,83,46.967,Non,refusée
GMC0001002,2022-06-23,Eloundou Tchoutchoui,Cameroun,9.5,45,9,49,50,49,9.5,48.55,9,49,50,45,93,45,37.319,Non,refusée
GMC0001003,2022-06-24,Badiane Pape,Sénégal,51.16,49,51,27,30,48,51.16,26.79,51,27,30,49,25,49,39.9346,Non,refusée
GMC0001004,2022-06-22,Ndiaye Fatou,Sénégal,8.0,27,8,73,83,36,8.0,72.81,8,73,83,27,68,27,44.3318,Non,refusée
GMC0001005,2022-06-20,Toukam Mabouka,Cameroun,84.9,7,85,63,84,60,84.9,63.46,85,63,84,7,21,7,60.8298,Oui,assez bien
GMC0001006,2022-06-20,Sylla Ibrahima,Côte d'ivoire,28.88,67,29,5,53,94,28.88,4.51,29,5,53,67,19,67,36.131,Non,refusée
GMC0001007,2022-06-22,Samba Babacar,Sénégal,70.35,44,70,80,67,44,70.35,80.04,70,80,67,44,22,44,65.21620000000001,Oui,assez bien
GMC0001008,2022-06-23,Tchoutchoui Onana,Cameroun,48.76,89,49,74,46,60,48.76,73.67,49,74,46,89,4,89,63.089,Oui,assez bien
GMC0001009,2022-06-20,Tchuisseu Toukam,Cameroun,63.36,31,63,28,72,63,63.36,28.29,63,28,72,31,29,31,47.6646,Non,refusée
GMC0001010,2022-06-20,Traoré Ibrahima,Côte d'ivoire,29.82,10,30,87,35,55,29.82,86.78,30,87,35,10,49,10,44.107200000000006,Non,refusée
GMC0001011,2022-06-24,Diouf Ndongo,Sénégal,71.04,37,71,47,55,53,71.04,46.71,71,47,55,37,3,37,52.85940000000001,Oui,passable
GMC0001012,2022-06-24,Eloundou Tchoutchoui,Cameroun,36.05,84,36,72,93,64,36.05,71.68,36,72,93,84,49,84,66.2454,Oui,assez bien
GMC0001013,2022-06-22,Tchuisseu N'Gog,Cameroun,34.27,5,34,11,84,60,34.27,10.92,34,11,84,5,34,5,30.836399999999998,Non,refusée
GMC0001014,2022-06-22,Dhaou Mohamed,Tunisie,79.44,17,79,81,51,55,79.44,81.28,79,81,51,17,22,17,60.681000000000004,Oui,assez bien
GMC0001015,2022-06-22,Dhahri Mohamed,Tunisie,28.87,57,29,76,32,76,28.87,75.51,29,76,32,57,78,57,51.0996,Oui,passable
GMC0001016,2022-06-24,Keita Ibrahima,Côte d'ivoire,42.96,36,43,76,61,26,42.96,76.27,43,76,61,36,56,36,53.352,Oui,passable
GMC0001017,2022-06-22,Dosso Gbènè,Bénin,93.0,76,93,50,67,16,93.0,49.75,93,50,67,76,54,76,69.596,Oui,assez bien
GMC0001018,2022-06-23,Ben Jannet Mohamed,Tunisie,23.06,83,23,41,35,33,23.06,40.56,23,41,35,83,80,83,43.5562,Non,refusée
GMC0001019,2022-06-21,Agbahoui Gbènè,Bénin,15.54,10,16,15,39,60,15.54,15.13,16,15,39,10,45,10,20.496,Non,refusée
GMC0001020,2022-06-22,Gueye Aissatou,Sénégal,42.62,78,43,56,89,31,42.62,55.79,43,56,89,78,48,78,60.628,Oui,assez bien
GMC0001021,2022-06-22,Goudiaby Aminata,Sénégal,90.72,83,91,46,48,42,90.72,45.6,91,46,48,83,72,83,67.5918,Oui,assez bien
GMC0001022,2022-06-23,Sane Mame,Sénégal,40.56,27,41,81,40,83,40.56,80.86,41,81,40,27,44,27,50.934200000000004,Oui,passable
GMC0001023,2022-06-22,Sene Fatou,Sénégal,50.67,28,51,65,77,41,50.67,64.87,51,65,77,28,56,28,54.1514,Oui,passable
GMC0001024,2022-06-23,Fofana Cheick,Côte d'ivoire,26.94,12,27,12,91,11,26.94,12.45,27,12,91,12,38,12,29.6596,Non,refusée
GMC0001025,2022-06-21,Larayedh Ali,Tunisie,14.58,94,15,55,54,77,14.58,54.68,15,55,54,94,19,94,50.8096,Oui,passable
GMC0001026,2022-06-24,Eloui Mohamed,Tunisie,71.59,9,72,38,77,56,71.59,38.38,72,38,77,9,73,9,50.042,Oui,passable
GMC0001027,2022-06-21,Cissé Moussa,Sénégal,44.89,37,45,24,82,43,44.89,23.99,45,24,82,37,93,37,44.3408,Non,refusée
GMC0001028,2022-06-24,Ondoa Ngandjui,Cameroun,1.0,97,1,14,54,82,1.0,14.09,1,14,54,97,43,97,36.5042,Non,refusée
GMC0001029,2022-06-24,Camara Khady,Sénégal,36.85,1,37,81,50,4,36.85,81.19,37,81,50,1,28,1,42.69520000000001,Non,refusée
GMC0001030,2022-06-23,Kana Têko,Bénin,51.31,91,51,52,7,22,51.31,51.77,51,52,7,91,70,91,51.576,Oui,passable
GMC0001031,2022-06-21,Diakité Sadio,Côte d'ivoire,6.4,55,6,52,52,49,6.4,51.83,6,52,52,55,30,55,38.337399999999995,Non,refusée
GMC0001032,2022-06-22,Sghaier Mohamed,Tunisie,51.38,96,51,56,26,22,51.38,56.41,51,56,26,96,48,96,56.361999999999995,Oui,passable
GMC0001033,2022-06-23,Coulibaly Souleymane,Côte d'ivoire,60.84,71,61,52,71,8,60.84,51.6,61,52,71,71,81,71,60.376599999999996,Oui,assez bien
GMC0001034,2022-06-22,Kouamé Yao,Côte d'ivoire,48.75,87,49,1,60,51,48.75,1.0,49,1,60,87,87,87,45.812,Non,refusée
GMC0001035,2022-06-23,Sarr Aissatou,Sénégal,33.74,40,34,34,52,58,33.74,33.63,34,34,52,40,67,40,39.674,Non,refusée
GMC0001036,2022-06-21,Agbodjogbe Têko,Bénin,72.43,60,72,82,37,15,72.43,82.07,72,82,37,60,34,60,63.885799999999996,Oui,assez bien
GMC0001037,2022-06-21,N'Guessan Koffi,Côte d'ivoire,15.72,84,16,69,36,36,15.72,69.5,16,69,36,84,43,84,49.0648,Non,refusée
GMC0001038,2022-06-24,Zoumenou Gbènè,Bénin,56.32,42,56,79,87,21,56.32,78.58,56,79,87,42,88,42,63.8932,Oui,assez bien
GMC0001039,2022-06-20,Ndiaye Khady,Sénégal,37.8,56,38,42,39,22,37.8,41.69,38,42,39,56,95,56,43.383199999999995,Non,refusée
GMC0001040,2022-06-23,Togbè Gbènè,Bénin,65.93,45,66,12,42,54,65.93,12.31,66,12,42,45,34,45,41.78,Non,refusée
GMC0001041,2022-06-23,Ndao Aminata,Sénégal,2.76,99,3,73,83,1,2.76,73.02,3,73,83,99,18,99,54.887,Oui,passable
GMC0001042,2022-06-21,Ablamba Akouvi,Bénin,6.95,10,7,38,48,90,6.95,37.53,7,38,48,10,49,10,26.9654,Non,refusée
GMC0001043,2022-06-21,Coulibaly Mohamed,Côte d'ivoire,37.74,66,38,15,45,61,37.74,15.21,38,15,45,66,98,66,40.446400000000004,Non,refusée
GMC0001044,2022-06-22,Trabelsi Mohamed,Tunisie,71.91,81,72,67,75,39,71.91,66.54,72,67,75,81,40,81,70.9516,Oui,bien
GMC0001045,2022-06-24,Zolou Akouvi,Bénin,37.53,84,38,79,40,16,37.53,79.49,38,79,40,84,98,84,59.377399999999994,Oui,passable
GMC0001046,2022-06-22,Akpo Adjoavi,Bénin,67.09,12,67,57,85,50,67.09,57.3,67,57,85,12,90,12,55.90860000000001,Oui,passable
GMC0001047,2022-06-22,Cisse Souleymane,Côte d'ivoire,59.19,53,59,29,48,66,59.19,29.37,59,29,48,53,33,53,47.5092,Non,refusée
GMC0001048,2022-06-20,Ben Othmane Mohamed,Tunisie,76.81,58,77,28,51,74,76.81,27.97,77,28,51,58,64,58,54.968999999999994,Oui,passable
GMC0001049,2022-06-21,Fofana Adama,Côte d'ivoire,50.91,10,51,57,32,70,50.91,57.41,51,57,32,10,85,10,42.910199999999996,Non,refusée
GMC0001050,2022-06-23,Bouzouita Mohamed,Tunisie,54.01,96,54,41,25,69,54.01,40.5,54,41,25,96,45,96,54.5974,Oui,passable
GMC0001051,2022-06-21,Ben Mansour Mohamed,Tunisie,82.64,40,83,69,46,3,82.64,69.19,83,69,46,40,73,40,61.16479999999999,Oui,assez bien
GMC0001052,2022-06-22,Agossa Têko,Bénin,82.05,15,82,48,66,58,82.05,47.62,82,48,66,15,77,15,55.4516,Oui,passable
GMC0001053,2022-06-21,Chebbi Ahmed,Tunisie,16.89,74,17,48,63,81,16.89,48.1,17,48,63,74,5,74,46.8266,Non,refusée
GMC0001054,2022-06-22,Avlessi Komi,Bénin,55.51,35,56,100,28,25,55.51,100.0,56,100,28,35,12,35,57.486399999999996,Oui,passable
GMC0001055,2022-06-22,Etoo Onana,Cameroun,54.11,91,54,47,78,38,54.11,47.41,54,47,78,91,80,91,63.2992,Oui,assez bien
GMC0001056,2022-06-23,Kpatinvoh Akouvi,Bénin,91.49,20,91,22,77,86,91.49,22.07,91,22,77,20,5,20,53.4142,Oui,passable
GMC0001057,2022-06-23,Kalla Eto'o,Cameroun,25.68,14,26,81,82,58,25.68,80.9,26,81,82,14,14,14,48.9612,Non,refusée
GMC0001058,2022-06-24,El Heni Mohamed,Tunisie,31.28,71,31,72,51,46,31.28,72.1,31,72,51,71,64,71,55.0582,Oui,passable
GMC0001059,2022-06-22,Gueye Pape,Sénégal,69.12,75,69,5,89,31,69.12,5.12,69,5,89,75,52,75,53.7214,Oui,passable
GMC0001060,2022-06-23,Ahouansou Kossi,Bénin,50.17,37,50,60,90,61,50.17,60.46,50,60,90,37,26,37,56.6576,Oui,passable
GMC0001061,2022-06-22,Cissé Ndèye,Sénégal,54.79,59,55,45,65,91,54.79,44.68,55,45,65,59,40,59,55.744,Oui,passable
GMC0001062,2022-06-21,El Hani Mohamed,Tunisie,50.73,6,51,85,56,100,50.73,84.58,51,85,56,6,44,6,54.07459999999999,Oui,passable
GMC0001063,2022-06-21,Agbahoui Gbènè,Bénin,2.77,62,3,62,7,46,2.77,62.03,3,62,7,62,5,62,33.7522,Non,refusée
GMC0001064,2022-06-22,Bouhlel Mohamed,Tunisie,10.35,89,10,52,38,7,10.35,52.44,10,52,38,89,13,89,42.1532,Non,refusée
GMC0001065,2022-06-22,Traoré Adama,Côte d'ivoire,68.96,30,69,24,45,67,68.96,24.48,69,24,45,30,5,30,43.462799999999994,Non,refusée
GMC0001066,2022-06-24,Fofana Ibrahim,Côte d'ivoire,55.95,62,56,50,56,92,55.95,50.02,56,50,56,62,61,62,57.1166,Oui,passable
GMC0001067,2022-06-20,Natta Têko,Bénin,52.2,90,52,55,57,41,52.2,54.51,52,55,57,90,86,90,61.5588,Oui,assez bien
GMC0001068,2022-06-20,Ngo'o Zoua,Cameroun,31.24,47,31,22,91,27,31.24,21.73,31,22,91,47,98,47,42.519,Non,refusée
GMC0001069,2022-06-24,Diarra Ibrahima,Côte d'ivoire,62.0,42,62,27,81,57,62.0,27.09,62,27,81,42,57,42,50.989200000000004,Oui,passable
GMC0001070,2022-06-20,Natta Têko,Bénin,31.03,98,31,55,22,47,31.03,55.37,31,55,22,98,67,98,51.171800000000005,Oui,passable
GMC0001071,2022-06-23,Kong Ndong,Cameroun,41.26,16,41,85,83,8,41.26,85.48,41,85,83,16,13,16,53.2508,Oui,passable
GMC0001072,2022-06-20,Agbodjogbe Têko,Bénin,50.68,43,51,37,64,21,50.68,36.64,51,37,64,43,55,43,46.409400000000005,Non,refusée
GMC0001073,2022-06-21,Tchuisseu N'Gog,Cameroun,34.82,97,35,70,72,49,34.82,69.96,35,70,72,97,10,97,63.2486,Oui,assez bien
GMC0001074,2022-06-24,Habib Bourguiba,Tunisie,51.19,71,51,33,64,34,51.19,33.42,51,33,64,71,55,71,51.571200000000005,Oui,passable
GMC0001075,2022-06-23,Keita Cheick,Côte d'ivoire,55.66,36,56,56,85,40,55.66,55.77,56,56,85,36,100,36,56.85,Oui,passable
GMC0001076,2022-06-21,Ben Dhia Khaled,Tunisie,44.29,91,44,92,16,34,44.29,92.32,44,92,16,91,48,91,62.197199999999995,Oui,assez bien
GMC0001077,2022-06-21,Koulibaly Souleymane,Côte d'ivoire,34.02,50,34,60,23,28,34.02,59.67,34,60,23,50,5,50,41.926399999999994,Non,refusée
GMC0001078,2022-06-21,Ben Ammar Slimane,Tunisie,74.24,62,74,83,57,62,74.24,83.07,74,83,57,62,74,62,71.0212,Oui,bien
GMC0001079,2022-06-24,Thiam Sokhna,Sénégal,22.79,78,23,34,100,68,22.79,33.74,23,34,100,78,87,78,52.5078,Oui,passable
GMC0001080,2022-06-20,Sanogo Moussa,Côte d'ivoire,1.0,99,1,49,99,16,1.0,49.07,1,49,99,99,3,99,50.4646,Oui,passable
GMC0001081,2022-06-21,Ndiaye Fatou,Sénégal,51.34,57,51,55,33,34,51.34,54.89,51,55,33,57,12,57,49.0758,Non,refusée
GMC0001082,2022-06-22,Ben Ammar Slimane,Tunisie,44.52,16,45,6,46,50,44.52,5.67,45,6,46,16,50,16,28.662399999999998,Non,refusée
GMC0001083,2022-06-20,Ben Zayed Mohamed,Tunisie,34.84,81,35,7,12,44,34.84,7.16,35,7,12,81,21,81,32.8314,Non,refusée
GMC0001084,2022-06-21,Ouattara Cheick,Côte d'ivoire,67.37,17,67,81,12,33,67.37,80.74,67,81,12,17,75,17,50.968,Oui,passable
GMC0001085,2022-06-24,Anagonou Sègbè,Bénin,45.76,39,46,83,43,49,45.76,83.19,46,83,43,39,72,39,55.14059999999999,Oui,passable
GMC0001086,2022-06-22,Doumbe Biya,Cameroun,1.0,8,1,91,73,23,1.0,90.77,1,91,73,8,31,8,40.5896,Non,refusée
GMC0001087,2022-06-21,Djossou Adjovi,Bénin,1.0,64,1,44,100,1,1.0,44.25,1,44,100,64,73,64,43.004,Non,refusée
GMC0001088,2022-06-23,Ben Ammar Slimane,Tunisie,50.59,88,51,39,65,44,50.59,38.98,51,39,65,88,33,88,56.669,Oui,passable
GMC0001089,2022-06-23,Zannou Kossi,Bénin,57.07,58,57,1,100,80,57.07,1.0,57,1,100,58,1,58,48.267799999999994,Non,refusée
GMC0001090,2022-06-23,Doumbe Biya,Cameroun,30.2,51,30,16,67,100,30.2,15.62,30,16,67,51,39,51,39.2286,Non,refusée
GMC0001091,2022-06-22,Sossou Komi,Bénin,40.88,18,41,41,41,39,40.88,41.01,41,41,41,18,7,18,35.641999999999996,Non,refusée
GMC0001092,2022-06-23,Mbia Abanda,Cameroun,39.57,12,40,20,70,63,39.57,20.15,40,20,70,12,56,12,34.8038,Non,refusée
GMC0001093,2022-06-20,Agboyibor Komi,Bénin,41.87,65,42,61,69,21,41.87,61.23,42,61,69,65,24,65,55.1052,Oui,passable
GMC0001094,2022-06-21,Tiehi Tchakounté,Cameroun,57.88,28,58,61,1,45,57.88,61.21,58,61,1,28,25,28,42.568000000000005,Non,refusée
GMC0001095,2022-06-20,Ben Zoheir Mohamed,Tunisie,50.55,10,51,56,66,35,50.55,56.25,51,56,66,10,43,10,45.766999999999996,Non,refusée
GMC0001096,2022-06-21,Gervinho Song,Cameroun,77.7,30,78,59,1,2,77.7,59.1,78,59,1,30,34,30,46.836000000000006,Non,refusée
GMC0001097,2022-06-24,Onguene Ngando,Cameroun,58.57,86,59,48,78,20,58.57,48.44,59,48,78,86,94,86,63.56100000000001,Oui,assez bien
GMC0001098,2022-06-21,Toure Mohamed,Côte d'ivoire,43.9,76,44,37,16,67,43.9,36.59,44,37,16,76,85,76,45.7292,Non,refusée
GMC0001099,2022-06-22,Zock Nkoulou,Cameroun,96.04,27,96,61,69,39,96.04,61.34,96,61,69,27,67,27,65.27980000000001,Oui,assez bien
GMC0001100,2022-06-23,Cakpo Yayra,Bénin,38.54,79,39,35,49,50,38.54,35.3,39,35,49,79,82,79,48.8186,Non,refusée
GMC0001101,2022-06-22,Kane Khady,Sénégal,89.28,17,89,66,20,39,89.28,66.46,89,66,20,17,17,17,53.772999999999996,Oui,passable
GMC0001102,2022-06-23,Dambé Moukandjo,Cameroun,14.85,62,15,43,84,51,14.85,43.06,15,43,84,62,73,62,45.9258,Non,refusée
GMC0001103,2022-06-21,Ngoumou Ewane,Cameroun,50.18,88,50,45,60,27,50.18,45.33,50,45,60,88,59,88,57.199600000000004,Oui,passable
GMC0001104,2022-06-22,Ndiaye Modou,Sénégal,95.75,86,96,81,82,29,95.75,80.98,96,81,82,86,9,86,83.1894,Oui,très bien
